DisplayID;DisplayHole;DisplayDiagonal;Resolution;DisplayType;DisplayColorDepth;DisplayIllumination;DisplayRefreshRate
1184;1-hole;172.7 mm;1080x2520;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1185;;164.8 mm;720x1560;Color IPS TFT LCD display;24 bit/pixel;Yes;
1186;1-hole;171.2 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1187;;171.32 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1188;;160 mm;480x1014;Color IPS TFT LCD display;24 bit/pixel;LED;
1189;;152 mm;480x960;Color IPS TFT LCD display;24 bit/pixel;LED;
1190;1-hole;172.5 mm;1440x3120;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1191;1-hole;157 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1192;1-hole;170 mm;1344x2992;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1193;;167.2 mm;1080x2408;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1194;;203.1 mm;1200x1920;Color PLS TFT LCD display;24 bit/pixel;LED;120 Hz
1195;;220.5 mm;1340x800;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1196;;278.2 mm;1920x1200;Color PLS TFT LCD display;24 bit/pixel;LED;90 Hz
1197;1-hole;168.3 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1198;;315 mm;2560x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1199;;277 mm;2304x1440;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1200;1-hole;167.6 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1201;;278.1 mm;2560x1600;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1202;;314.96 mm;2800x1752;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1203;;171.32 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1204;;163.9 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1205;;165.5 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;90 Hz
1206;;162.1 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1207;;164.2 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1208;;313.69 mm;2560x1600;Color IPS TFT LCD display;24 bit/pixel;LED with DLB;120 Hz
1209;;170.8 mm;1080x2400;Color PLS TFT LCD display;24 bit/pixel;LED;90 Hz
1210;;172.7 mm;1116x2480;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1211;1-hole;165.6 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1212;;61 mm;240x320;Color TN-TFT LCD display;18 bit/pixel;Yes;
1213;;171.3 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;
1214;;166.6 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1215;1-hole;168.6 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1216;1-hole;166.6 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1217;1-hole;170.6 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1218;;166.6 mm;720x1612;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1219;1-hole;163.1 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1220;;292 mm;2000x1200;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1221;;162 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1222;;368.3 mm;3000x1876;Color AM-OLED display;24 bit/pixel;LED;120 Hz
1223;1-hole;172.2 mm;1080x2400;Color AM-OLED display;24 bit/pixel;LED;120 Hz
1224;1-hole;172.2 mm;2160x2800;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1225;;307.3 mm;2560x1600;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1226;1-hole;172.2 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1227;1-hole;170.7 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1228;1-hole;163.3 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1229;1-hole;170 mm;1080x2412;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1230;1-hole;170 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1231;;136.6 mm;1080x2160;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1232;;138.5 mm;1080x2160;Color IPS TFT LCD display;24 bit/pixel;Yes;
1233;1-hole;150.37 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1234;;157.3 mm;904x2316;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1235;;171.45 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;Yes;90 Hz
1236;;147.32 mm;1080x2280;Color ASV TFT LCD display;30 bit/pixel;LED;120 Hz
1237;;155 mm;1080x2432;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1238;;162 mm;1080x2340;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1239;;355 mm;2880x1800;Color IPS TFT LCD display;30 bit/pixel;Yes;120 Hz
1240;;278.6 mm;2880x1800;Color IPS TFT LCD display;30 bit/pixel;Yes;144 Hz
1241;;145 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;LED;
1242;1-hole;167 mm;1260x2730;Color AM-OLED display;30 bit/pixel;Self-illuminating;240 Hz
1243;;162 mm;1080x2340;Color AM-OLED display;30 bit/pixel;Self-illuminating;240 Hz
1244;;167 mm;1260x2730;Color AM-OLED display;30 bit/pixel;Self-illuminating;240 Hz
1245;1-hole;171.2 mm;1240x2772;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1246;1-hole;155.4 mm;1179x2556;Color AM-OLED display;30 bit/pixel;Self-illuminating;60 Hz
1247;1-hole;169.9 mm;1290x2796;Color AM-OLED display;30 bit/pixel;Self-illuminating;60 Hz
1248;1-hole;172.7 mm;1080x2460;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1249;1-hole;155.5 mm;1179x2556;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1250;1-hole;169.9 mm;1290x2796;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1251;1-hole;171.2 mm;1080x2520;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1252;1-hole;165.86 mm;1080x2520;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1253;1-hole;166.6 mm;1080x2520;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1254;;279.4 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;Yes;90 Hz
1255;;269.5 mm;1200x2000;Color IPS TFT LCD display;30 bit/pixel;LED;90 Hz
1256;1-hole;162 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1257;1-hole;170.6 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1258;;164.2 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1259;1-hole;172.9 mm;1440x3200;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1260;1-hole;172.47 mm;1368x3192;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1261;;167.1 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1262;1-hole;172.7 mm;1080x2388;Color IPS TFT LCD display;30 bit/pixel;LED;90 Hz
1263;;165.6 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1264;2-hole;172.2 mm;1200x2652;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1265;;176.53 mm;1080x2376;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1266;1-hole;169.42 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1267;1-hole;170.94 mm;1224x2688;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1268;;165 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1269;1-hole;172.97 mm;1312x2848;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1270;1-hole;172.2 mm;1224x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1271;1-hole;169.4 mm;1220x2700;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1272;1-hole;170.18 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1273;1-hole;170.2 mm;1080x2412;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1274;;255.4 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1275;;165.1 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1276;;155 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;
1277;;167.1 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1278;1-hole;169.42 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1279;1-hole;170.2 mm;1080x2412;Color IPS TFT LCD display;30 bit/pixel;LED;120 Hz
1280;;167 mm;720x1612;Color IPS TFT LCD display;24 bit/pixel;Yes;60 Hz
1281;1-hole;175.26 mm;1080x2640;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1282;1-hole;165.1 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1283;;256 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1284;;203 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1285;1-hole;175.26 mm;1080x2640;Color AM-OLED display;30 bit/pixel;Self-illuminating;165 Hz
1286;1-hole;167.64 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1287;1-hole;166.37 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;144 Hz
1288;1-hole;165 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1289;1-hole;168.15 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1290;1-hole;172.2 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1291;1-hole;169.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;165 Hz
1292;1-hole;169.42 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1293;;167.1 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;
1294;1-hole;172.97 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;144 Hz
1295;1-hole;167.64 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1296;;160 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1297;;171.32 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1298;;165.53 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1299;;165.53 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;Yes;
1300;;165 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1301;1-hole;165 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1302;1-hole;165 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1303;;167.6 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1304;;167.2 mm;1080x2408;Color PLS TFT LCD display;24 bit/pixel;LED;90 Hz
1305;;139.7 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;LED;
1306;;152 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
1307;;165 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1308;2-hole;166.4 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1309;1-hole;163.83 mm;1080x2560;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1310;;165.53 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1311;1-hole;167 mm;1080x2460;Color IPS TFT LCD display;30 bit/pixel;LED;144 Hz
1312;;172.72 mm;1116x2480;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1313;1-hole;140.7 mm;1080x2120;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1314;1-hole;169.4 mm;1440x3200;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1315;1-hole;169.42 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1316;1-hole;170.2 mm;1440x3216;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1317;;167.1 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1318;1-hole;163.3 mm;1080x2400;Color AM-OLED display;24 bit/pixel;LED;60 Hz
1319;;160 mm;720x1560;Color IPS TFT LCD display;24 bit/pixel;LED;
1320;;165.5 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1321;;163.6 mm;1080x2404;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1322;1-hole;172.2 mm;1440x3200;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1323;;165.3 mm;1644x3840;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1324;;165.8 mm;720x1600;Color ASV TFT LCD display;24 bit/pixel;LED;60 Hz
1325;1-hole;169.4 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
1326;;172.2 mm;1080x2448;Color AM-OLED display;30 bit/pixel;Self-illuminating;165 Hz
1327;;165.1 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1328;1-hole;158.5 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1329;1-hole;170 mm;1224x2700;Color AM-OLED display;30 bit/pixel;Self-illuminating;90 Hz
1330;;171.2 mm;1212x2616;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1331;;278.13 mm;1600x2560;Color IPS TFT LCD display;24 bit/pixel;LED;
1332;1-hole;165.5 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;
1333;;165.5 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;
1334;;192.3 mm;2208x1840;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1335;1-hole;155 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1336;;167.1 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1337;;279.4 mm;2000x1200;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1338;;144 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;LED;
1339;;165.4 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1340;;167.2 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;
1341;;170 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;144 Hz
1342;;269.4 mm;2000x1200;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1343;;269.5 mm;2000x1200;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1344;;165.35 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1345;;256 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;LED;
1346;;213 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
1347;;172.7 mm;2400x1080;Color AM-OLED display;24 bit/pixel;Self-illuminating;144 Hz
1348;;256.54 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
1349;;175.77 mm;1080x2460;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1350;1-hole;173.1 mm;1440x3088;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1351;1-hole;171.6 mm;1440x3040;Color AM-OLED display;24 bit/pixel;Self-illuminating;
1352;1-hole;160.5 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1353;;152 mm;720x1440;Color TN-TFT LCD display;24 bit/pixel;Yes;
1354;;150.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1355;;263.1 mm;2000x1200;Color IPS TFT LCD display;30 bit/pixel;LED;60 Hz
1356;1-hole;170 mm;1440x3120;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1357;;167 mm;1080x2408;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1358;;167.2 mm;1080x2408;Color PLS TFT LCD display;24 bit/pixel;LED;120 Hz
1359;1-hole;164 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1360;1-hole;165.5 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1361;;165.3 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1362;;165.3 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1363;;166.3 mm;720x1612;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1364;;166.5 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1365;1-hole;153.9 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1366;1-hole;166.5 mm;1080x2340;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1367;1-hole;167.4 mm;1080x2412;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1368;;170.4 mm;720x1650;Color IPS TFT LCD display;24 bit/pixel;LED;
1369;;170.4 mm;720x1650;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1370;1-hole;168.1 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1371;1-hole;166.37 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1372;1-hole;169.4 mm;1220x2712;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1373;1-hole;161.54 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1374;;167.1 mm;1080x2048;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1375;;165.1 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1376;1-hole;159.5 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1377;1-hole;167.6 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;
1378;1-hole;169.5 mm;1080x2400;Color AM-OLED display;24 bit/pixel;LED;120 Hz
1379;;165.5 mm;720x1600;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1380;1-hole;172.2 mm;1200x2652;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1381;1-hole;166.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1382;;165.1 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1383;1-hole;165.1 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1384;1-hole;165.6 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1385;1-hole;173.23 mm;720x1640;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1386;1-hole;165 mm;1224x2700;Color AM-OLED display;30 bit/pixel;Self-illuminating;90 Hz
1387;1-hole;168.1 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1388;1-hole;163 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1389;1-hole;168.1 mm;1080x2400;Color AM-OLED display;30 bit/pixel;LED;120 Hz
1390;1-hole;167.6 mm;1080x2412;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1391;;165.6 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1392;;167.2 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1393;;127 mm;480x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
1394;1-hole;169.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;
1395;1-hole;165.8 mm;1080x2520;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1396;1-hole;177.8 mm;1440x3080;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1397;1-hole;172.4 mm;1116x2480;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1398;1-hole;169.41 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1399;1-hole;169.41 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;
1400;;167.2 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1401;1-hole;165 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1402;1-hole;163.3 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
1403;1-hole;167 mm;1080x2460;Color IPS TFT LCD display;24 bit/pixel;LED;144 Hz
1404;1-hole;167.3 mm;1080x2412;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1405;;154.6 mm;720x1560;Color IPS TFT LCD display;24 bit/pixel;Yes;
1406;;138.4 mm;720x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
1407;;165.5 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1408;1-hole;165.1 mm;1080x2400;Color IPS TFT LCD display;30 bit/pixel;LED;120 Hz
1409;1-hole;162.5 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1410;1-hole;166.6 mm;1080x2376;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1411;;145 mm;480x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
1412;;165.6 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;Yes;
1413;;163.5 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1414;;163.5 mm;1080x2404;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1415;1-hole;166.6 mm;1080x2404;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1416;;165.5 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1417;;155 mm;1080x2432;Color AM-OLED display;30 bit/pixel;Self-illuminating;60 Hz
1418;1-hole;167.6 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1419;;165.9 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1420;1-hole;167 mm;1080x2460;Color AM-OLED display;24 bit/pixel;LED;90 Hz
1421;;155 mm;1080x2520;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1422;;139.7 mm;720x1496;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1423;;279 mm;1668x2388;Color IPS TFT LCD display;30 bit/pixel;LED;120 Hz
1424;;328 mm;2048x2732;Color IPS TFT LCD display;30 bit/pixel;LED;120 Hz
1425;;147.3 mm;720x1560;Color PLS TFT LCD display;24 bit/pixel;LED;60 Hz
1426;;256.54 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;LED;
1427;1-hole;165 mm;1176x2480;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1428;1-hole;163.3 mm;1080x2400;Color AM-OLED display;24 bit/pixel;LED;90 Hz
1429;;158.2 mm;832x2268;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1430;1-hole;166.3 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1431;;39.9 mm;324x394;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1432;;45.2 mm;368x448;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1433;;38.94 mm;324x394;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1434;;153.9 mm;1170x2532;Color AM-OLED display;30 bit/pixel;Self-illuminating;60 Hz
1435;;169.7 mm;1284x2778;Color AM-OLED display;30 bit/pixel;Self-illuminating;60 Hz
1436;;167.6 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1437;;169.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;144 Hz
1438;1-hole;169.4 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;144 Hz
1439;;279.4 mm;2560x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1440;1-hole;169.41 mm;1440x3200;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1441;1-hole;168.1 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;144 Hz
1442;;142.2 mm;720x1480;Color AM-OLED display;24 bit/pixel;Self-illuminating;
1443;;167.6 mm;1080x2408;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1444;1-hole;167.3 mm;1080x2412;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1445;;172.72 mm;1080x2400;Color AM-OLED display;30 bit/pixel;Self-illuminating;165 Hz
1446;;172.72 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;120 Hz
1447;;144.8 mm;720x1520;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1448;1-hole;167 mm;1080x2412;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1449;1-hole;163 mm;1080x2400;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1450;;147.3 mm;1344x1892;Color AM-OLED display;24 bit/pixel;Self-illuminating;90 Hz
1451;1-hole;172.27 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1452;1-hole;156 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;60 Hz
1453;2-hole;172.97 mm;1312x2848;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1454;1-hole;170 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1455;1-hole;172.97 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1456;1-hole;172.97 mm;1080x2388;Color IPS TFT LCD display;24 bit/pixel;LED;90 Hz
1457;1-hole;172.2 mm;1200x2652;Color AM-OLED display;30 bit/pixel;LED;120 Hz
1458;1-hole;172.97 mm;1224x2664;Color AM-OLED display;30 bit/pixel;Self-illuminating;120 Hz
1459;;169.4 mm;1080x2400;Color AM-OLED display;30 bit/pixel;LED;120 Hz
1460;;172.2 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;60 Hz
1461;;172.2 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1462;;180.1 mm;1080x2280;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1463;2-hole;169.42 mm;1080x2376;Color IPS TFT LCD display;24 bit/pixel;LED;120 Hz
1464;;167.5 mm;720x1600;Color IPS TFT LCD display;24 bit/pixel;LED;
1465;;165.8 mm;1080x2400;Color AM-OLED display;24 bit/pixel;Self-illuminating;
1466;;315 mm;2800x1752;Color AM-OLED display;24 bit/pixel;Yes;120 Hz
