DisplayID;DisplayHole;DisplayDiagonal;Resolution;DisplayType;DisplayColorDepth;DisplayIllumination;DisplayRefreshRate
3102;;140 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
3103;;116.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
3104;;228.6 mm;1024x600;Color TN-TFT LCD display;24 bit/pixel;Yes;
3105;;39.62 mm;320x290;Color TN-TFT LCD display;24 bit/pixel;Yes;
3106;;89 mm;320x480;Color TN-TFT LCD display;;Yes;
3107;;122 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
3108;;119.4 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3109;;584.2 mm;1280x672;Color TN-TFT LCD display;24 bit/pixel;Yes;
3110;;337.8 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
3111;;337.8 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;LED;
3112;;295 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;LED;
3113;;462 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
3114;;89 mm;480x800;Color TN-TFT LCD display;18 bit/pixel;Yes;
3115;;337.8 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;Yes;
3116;;254 mm;1290x1200;Color IPS TFT LCD display;24 bit/pixel;Yes;
3117;;84 mm;480x854;Color PVA TFT LCD display;24 bit/pixel;Yes;
3118;;102 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
3119;;76 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
3120;;178 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3121;;113.4 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3122;;109.2 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3123;;140 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
3124;;200.6 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3125;;246.4 mm;2048x1536;Color IPS TFT LCD display;24 bit/pixel;Yes;
3126;;255.8 mm;2560x1600;Color PVA TFT LCD display;24 bit/pixel;Yes;
3127;;119.38 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
3128;;147.3 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3129;;294.6 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3130;;256.54 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;LED;
3131;;199.39 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3132;;114 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3133;;108.5 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3134;;119.4 mm;540x960;Color PVA TFT LCD display;24 bit/pixel;Yes;
3135;;109 mm;540x960;Color TN-TFT LCD display;18 bit/pixel;Yes;
3136;;119 mm;720x1280;Color IPS TFT LCD display;16 bit/pixel;Yes;
3137;;199.4 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3138;;145 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3139;;41.9 mm;280x280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3140;;109 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3141;;118.4 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3142;;83.82 mm;240x320;Color TN-TFT LCD display;18 bit/pixel;Yes;
3143;;101.6 mm;320x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
3144;;229 mm;1920x1280;Color PLS TFT LCD display;24 bit/pixel;Yes;
3145;;255.8 mm;1280x800;Color PLS TFT LCD display;24 bit/pixel;Yes;
3146;;203 mm;800x1280;Color PLS TFT LCD display;24 bit/pixel;Yes;
3147;;134.6 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
3148;;155 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3149;;256.54 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
3150;;257 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;Yes;
3151;;119.3 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3152;;127 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
3153;;203.2 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;LED;
3154;;203 mm;768x1024;Color IPS TFT LCD display;18 bit/pixel;LED;
3155;;178 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3156;;246.4 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;Yes;
3157;;199 mm;768x1024;Color IPS TFT LCD display;18 bit/pixel;Yes;
3158;;201 mm;1536x2048;Color IPS TFT LCD display;24 bit/pixel;LED;
3159;;;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3160;;257 mm;1920x1200;Color IPS TFT LCD display;;Yes;
3161;;114 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
3162;;135 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3163;;149.86 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3164;;148.6 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3165;;226 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
3166;;264.16 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3167;;264.16 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3168;;130.9 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
3169;;152.4 mm;480x854;Color TN-TFT LCD display;24 bit/pixel;Yes;
3170;;102 mm;480x800;Color TN-TFT LCD display;;Yes;
3171;;132 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
3172;;114 mm;720x1280;Color TN-TFT LCD display;;Yes;
3173;;46.7 mm;128x432;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3174;;119 mm;720x1280;Color ASV TFT LCD display;24 bit/pixel;Yes;
3175;;114 mm;540x960;Color PVA TFT LCD display;24 bit/pixel;Yes;
3176;;119 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;Yes;
3177;;163.57 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3178;;201 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3179;;114.4 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3180;;109 mm;480x800;Color PVA TFT LCD display;24 bit/pixel;Yes;
3181;;127.3 mm;480x800;Color TN-TFT LCD display;18 bit/pixel;Yes;
3182;;144.8 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3183;;200.66 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3184;;178 mm;900x1440;Color IPS TFT LCD display;24 bit/pixel;Yes;
3185;;165.1 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3186;;130 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3187;;94 mm;1280x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3188;;121.2 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3189;;152 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3190;;213.7 mm;1600x2560;Color PVA TFT LCD display;24 bit/pixel;Yes;
3191;;256.54 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3192;;256 mm;2560x1600;Color PVA TFT LCD display;24 bit/pixel;Yes;
3193;;109 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3194;;102 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3195;;81 mm;240x320;Color TN-TFT LCD display;16 bit/pixel;Yes;
3196;;200.6 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3197;;163.6 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3198;;256.5 mm;1920x1200;Color PVA TFT LCD display;24 bit/pixel;LED;
3199;;178 mm;800x1280;Color IPS TFT LCD display;18 bit/pixel;Yes;
3200;;152.4 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;Yes;
3201;;134.6 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3202;;127 mm;480x854;Color TN-TFT LCD display;16 bit/pixel;Yes;
3203;;118.36 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3204;;136.4 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3205;;246.4 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3206;;133.3 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3207;;93.22 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3208;;508 mm;3840x2560;Color IPS TFT LCD display;24 bit/pixel;Yes;
3209;;132 mm;480x800;Color TN-TFT LCD display;18 bit/pixel;Yes;
3210;;71.1 mm;240x320;Color TN-TFT LCD display;18 bit/pixel;Yes;
3211;;177.8 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3212;;109 mm;540x960;Color TN-TFT LCD display;;Yes;
3213;;119.38 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
3214;;139.7 mm;720x1280;Color IPS TFT LCD display;16 bit/pixel;Yes;
3215;;122 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3216;;178 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3217;;177 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3218;;162.6 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3219;;203 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3220;;127.3 mm;480x800;Color TN-TFT LCD display;;Yes;
3221;;151.1 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3222;;97 mm;800x480;Color TN-TFT LCD display;18 bit/pixel;Yes;
3223;;178 mm;600x1024;Color TN-TFT LCD display;;Yes;
3224;;269 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;Yes;
3225;;92.7 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
3226;;114.8 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3227;;144 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3228;;152 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
3229;;150 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3230;;79.76 mm;240x320;Color TN-TFT LCD display;18 bit/pixel;Yes;
3231;;274.32 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
3232;;88.2 mm;320x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
3233;;159.7 mm;720x1280;Color PLS TFT LCD display;24 bit/pixel;Yes;
3234;;200.7 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3235;;228.6 mm;800x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
3236;;246 mm;1024x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
3237;;150 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;Yes;
3238;;118.3 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3239;;94 mm;480x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3240;;100.8 mm;480x800;Color STN LCD display;18 bit/pixel;Yes;
3241;;126.74 mm;1080x1920;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3242;;109 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3243;;211 mm;1200x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3244;;152.4 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3245;;396.24 mm;3200x1200;Color ASV TFT LCD display;24 bit/pixel;Yes;
3246;;109 mm;720x1280;Color PVA TFT LCD display;24 bit/pixel;LED;
3247;;203.2 mm;800x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3248;;257 mm;1366x768;Color IPS TFT LCD display;24 bit/pixel;LED;
3249;;338 mm;3200x1800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3250;;310 mm;2560x1600;Color PVA TFT LCD display;24 bit/pixel;Yes;
3251;;294.64 mm;1920x1080;Color TN-TFT LCD display;24 bit/pixel;Yes;
3252;;109.2 mm;480x800;Color ASV TFT LCD display;24 bit/pixel;Yes;
3253;;495.3 mm;1600x900;Color TN-TFT LCD display;24 bit/pixel;Yes;
3254;;205 mm;800x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3255;;178 mm;1024x600;Color TN-TFT LCD display;;Yes;
3256;;201 mm;1024x768;Color IPS TFT LCD display;24 bit/pixel;Yes;
3257;;121.2 mm;1280x720;Color PVA TFT LCD display;24 bit/pixel;Yes;
3258;;269 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
3259;;109.2 mm;720x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3260;;238 mm;1280x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3261;;163.6 mm;1080x1920;Color PVA TFT LCD display;24 bit/pixel;LED;
3262;;114 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3263;;127 mm;540x960;Color TN-TFT LCD display;18 bit/pixel;Yes;
3264;;118.1 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3265;;138.7 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3266;;126.2 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3267;;142 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3268;;228.6 mm;1920x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3269;;178 mm;1024x600;Color TN-TFT LCD display;24 bit/pixel;Yes;
3270;;127 mm;800x480;Color TN-TFT LCD display;24 bit/pixel;Yes;
3271;;203 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3272;;246.4 mm;1536x2048;Color TN-TFT LCD display;24 bit/pixel;Yes;
3273;;200 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3274;;200.66 mm;768x1024;Color IPS TFT LCD display;24 bit/pixel;Yes;
3275;;101.6 mm;540x960;Color TN-TFT LCD display;24 bit/pixel;Yes;
3276;;94 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
3277;;256 mm;2560x1600;Color ASV TFT LCD display;24 bit/pixel;Yes;
3278;;127 mm;540x960;Color PVA TFT LCD display;24 bit/pixel;Yes;
3279;;135 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
3280;;203 mm;1024x768;Color IPS TFT LCD display;;Yes;
3281;;226 mm;1920x1200;Color IPS TFT LCD display;24 bit/pixel;Yes;
3282;;256 mm;1280x800;Color IPS TFT LCD display;;Yes;
3283;;178 mm;1024x600;Color TN-TFT LCD display;18 bit/pixel;Yes;
3284;;134.6 mm;480x854;Color TN-TFT LCD display;18 bit/pixel;Yes;
3285;;129 mm;1080x1800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3286;;107 mm;768x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3287;;178 mm;800x480;Color TN-TFT LCD display;;Yes;
3288;;178 mm;1024x600;Color IPS TFT LCD display;;Yes;
3289;;177.8 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3290;;173 mm;540x960;Color IPS TFT LCD display;;Yes;
3291;;127 mm;480x800;Color IPS TFT LCD display;18 bit/pixel;Yes;
3292;;229 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3293;;200 mm;1024x768;Color TN-TFT LCD display;;Yes;
3294;;239 mm;1280x800;Color IPS TFT LCD display;18 bit/pixel;Yes;
3295;;247 mm;2048x1536;Color IPS TFT LCD display;24 bit/pixel;Yes;
3296;;71 mm;240x320;Color TN-TFT LCD display;;Yes;
3297;;108 mm;480x800;Color TN-TFT LCD display;;Yes;
3298;;94 mm;480x640;Color TN-TFT LCD display;;Yes;
3299;;102 mm;480x854;Color TN-TFT LCD display;;Yes;
3300;;256 mm;1366x768;Color TN-TFT LCD display;24 bit/pixel;Yes;
3301;;71 mm;240x320;Color TN-TFT LCD display;16 bit/pixel;Yes;
3302;;246 mm;1024x768;Color TN-TFT LCD display;;Yes;
3303;;202 mm;800x480;Color TN-TFT LCD display;;Yes;
3304;;104 mm;540x960;Color ASV TFT LCD display;24 bit/pixel;Yes;
3305;;255.4 mm;2560x1600;Color PVA TFT LCD display;24 bit/pixel;Yes;
3306;;256 mm;1920x1080;Color IPS TFT LCD display;24 bit/pixel;Yes;
3307;;129 mm;1080x1800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3308;;119.38 mm;720x1280;Color TN-TFT LCD display;24 bit/pixel;Yes;
3309;;71 mm;320x240;Color TN-TFT LCD display;16 bit/pixel;Yes;
3310;;102 mm;320x480;Color IPS TFT LCD display;24 bit/pixel;Yes;
3311;;76.2 mm;240x400;Color TN-TFT LCD display;18 bit/pixel;Yes;
3312;;93.3 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3313;;132.17 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3314;;131.78 mm;960x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3315;;134.6 mm;480x854;Color IPS TFT LCD display;24 bit/pixel;Yes;
3316;;178 mm;480x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3317;;114 mm;480x800;Color TN-TFT LCD display;;Yes;
3318;;177.8 mm;1440x900;Color IPS TFT LCD display;24 bit/pixel;Yes;
3319;;96.52 mm;320x480;Color IPS TFT LCD display;;Yes;
3320;;108 mm;540x960;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3321;;148.6 mm;1080x1920;Color IPS TFT LCD display;24 bit/pixel;Yes;
3322;;138.7 mm;540x960;Color IPS TFT LCD display;24 bit/pixel;Yes;
3323;;246 mm;2048x1536;Color IPS TFT LCD display;24 bit/pixel;Yes;
3324;;254 mm;1280x800;Color IPS TFT LCD display;24 bit/pixel;Yes;
3325;;93.2 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3326;;122 mm;1080x1920;Color ASV TFT LCD display;24 bit/pixel;Yes;
3327;;89.9 mm;640x960;Color IPS TFT LCD display;24 bit/pixel;LED;
3328;;101.6 mm;480x854;Color TN-TFT LCD display;;Yes;
3329;;150 mm;1080x1920;Color TN-TFT LCD display;24 bit/pixel;Yes;
3330;;226 mm;2560x1600;Color TN-TFT LCD display;24 bit/pixel;Yes;
3331;;178 mm;1920x1200;Color TN-TFT LCD display;24 bit/pixel;Yes;
3332;;118.1 mm;720x1280;Color AM-OLED display;24 bit/pixel;Self-illuminating;
3333;;101.6 mm;540x960;Color IPS TFT LCD display;;Yes;
3334;;254 mm;1280x800;Color TN-TFT LCD display;24 bit/pixel;Yes;
3335;;203 mm;1200x1600;Color TN-TFT LCD display;24 bit/pixel;Yes;
3336;;118.6 mm;768x1280;Color IPS TFT LCD display;24 bit/pixel;Yes;
3337;;108 mm;480x800;Color AM-OLED display;24 bit/pixel;Self-illuminating;
